
record_index,date,datetime,level,actual_component,actual_reason,actual_root_timestamp,metric_top1,metric_top3,trace_top1,combined_top1,combined_top3,pred_reason,pred_time,feat_trace_failure_rate,feat_trace_latency,feat_calls,feat_latency,feat_failure_rate,feat_redis_rejected,feat_redis_blocked,feat_redis_clients,feat_redis_ping,metric_names
32,2020-05-27,2020-05-27 01:53:00,service,db_003,db connection limit,1590515580,db_004,"[""db_004"", ""db_005"", ""db_006""]",db_001,db_004,"[""db_004"", ""db_005"", ""db_006""]",network delay,2020-05-27 01:34:38,4.885163757667963e-05,17.817525176040366,15983.0,0.5392784270787705,0.0015015954451604863,0.0,0.0,50.098130841121495,1.0,ACS AIOS AWS Asm_Free_Tb CPU_Used_Pct CPU_free_pct Call_Per_Sec DFParaWrite_Per_Sec DbTime Exec_Per_Sec Hang LFParaWrite_Per_Sec LFSync_Per_Sec Logic_Read_Per_Sec Login_Per_Sec MEM_Total MEM_Used MEM_Used_Pct MEM_real_util New_Tbs_Free_Gb New_Tbs_Used_Pct On_Off_State PGA_Used_Pct PGA_used_total Physical_Read_Per_Sec Proc_Used_Pct Proc_User_Used_Pct Redo_Per_Sec Row_Lock SctRead_Per_Sec SeqRead_Per_Sec Sess_Active Sess_Connect Sess_Used_Temp Sess_Used_Undo Session_pct TPS_Per_Sec Tbs_Free_Gb Tbs_Used_Pct TempTbs_Pct Total_Tbs_Size UndoTbs_Pct Used_Tbs_Size User_Commit tnsping_result_time
33,2020-05-27,2020-05-27 02:23:00,service,db_007,db close,1590517380,db_004,"[""db_004"", ""db_005"", ""db_006""]",db_001,db_004,"[""db_004"", ""db_005"", ""db_006""]",network delay,2020-05-27 02:01:38,0.004615072522568211,19.478250474548272,15502.0,0.451557024900006,0.16133402141659137,0.0,0.0,50.15555555555556,1.0,ACS AIOS AWS Asm_Free_Tb CPU_Used_Pct CPU_free_pct Call_Per_Sec DFParaWrite_Per_Sec DbTime Exec_Per_Sec Hang LFParaWrite_Per_Sec LFSync_Per_Sec Logic_Read_Per_Sec Login_Per_Sec MEM_Total MEM_Used MEM_Used_Pct MEM_real_util New_Tbs_Free_Gb New_Tbs_Used_Pct On_Off_State PGA_Used_Pct PGA_used_total Physical_Read_Per_Sec Proc_Used_Pct Proc_User_Used_Pct Redo_Per_Sec Row_Lock SctRead_Per_Sec SeqRead_Per_Sec Sess_Active Sess_Connect Sess_Used_Temp Sess_Used_Undo Session_pct TPS_Per_Sec Tbs_Free_Gb Tbs_Used_Pct TempTbs_Pct UndoTbs_Pct User_Commit tnsping_result_time
34,2020-05-27,2020-05-27 02:53:00,service,db_007,db connection limit,1590519180,db_004,"[""db_004"", ""db_005"", ""db_006""]",db_001,db_004,"[""db_004"", ""db_005"", ""db_006""]",network delay,2020-05-27 02:30:38,7.291759501567728e-05,17.460693365309048,13634.0,0.4975641484523955,0.0008068065131289215,0.0,0.0,50.25,1.0,ACS AIOS AWS Asm_Free_Tb CPU_Used_Pct CPU_free_pct Call_Per_Sec DFParaWrite_Per_Sec DbTime Exec_Per_Sec Hang LFParaWrite_Per_Sec LFSync_Per_Sec Logic_Read_Per_Sec Login_Per_Sec MEM_Total MEM_Used MEM_Used_Pct MEM_real_util New_Tbs_Free_Gb New_Tbs_Used_Pct On_Off_State PGA_Used_Pct PGA_used_total Physical_Read_Per_Sec Proc_Used_Pct Proc_User_Used_Pct Redo_Per_Sec Row_Lock SctRead_Per_Sec SeqRead_Per_Sec Sess_Active Sess_Connect Sess_Used_Temp Sess_Used_Undo Session_pct TPS_Per_Sec Tbs_Free_Gb Tbs_Used_Pct TempTbs_Pct Total_Tbs_Size UndoTbs_Pct Used_Tbs_Size User_Commit tnsping_result_time
35,2020-05-27,2020-05-27 05:09:00,pod,docker_001,CPU fault,1590527340,docker_003,"[""docker_003"", ""docker_004"", ""docker_007""]",os_022,docker_003,"[""docker_003"", ""docker_004"", ""os_022""]",CPU fault,2020-05-27 05:28:51,0.0,53.67422997946612,15311.0,0.7694603683668143,0.0,0.0,0.0,50.43333333333333,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct
36,2020-05-27,2020-05-27 05:39:00,node,os_021,network delay,1590529140,os_002,"[""os_002"", ""os_011"", ""os_022""]",os_001,os_002,"[""os_002"", ""os_011"", ""os_022""]",CPU fault,2020-05-27 05:49:45,0.0,18.5030768691015,15817.0,0.6890374217629012,0.0,0.0,0.0,50.272222222222226,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total Memory_total
37,2020-05-28,2020-05-28 00:47:00,pod,docker_001,CPU fault,1590598020,docker_008,"[""docker_008"", ""docker_003"", ""docker_002""]",os_022,docker_008,"[""docker_008"", ""os_022"", ""docker_001""]",CPU fault,2020-05-28 00:40:30,0.0,77.97318050016581,13433.0,0.856158482857463,0.0002977741383161092,0.0,0.0,48.26111111111111,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct
38,2020-05-28,2020-05-28 03:47:00,node,os_018,network loss,1590608820,os_011,"[""os_011"", ""os_007"", ""os_008""]",os_001,os_011,"[""os_011"", ""os_007"", ""os_008""]",CPU fault,2020-05-28 03:52:37,0.0,24.150588616700098,11031.0,0.7746793763281689,0.0007252289003716328,0.0,0.0,47.88611111111111,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total Memory_total
39,2020-05-29,2020-05-29 02:11:00,service,db_003,db connection limit,1590689460,db_001,"[""db_001"", ""db_005"", ""db_013""]",db_001,db_001,"[""db_001"", ""db_005"", ""db_013""]",network delay,2020-05-29 02:06:34,4.2699642176998554e-05,18.20936488552226,13088.0,1.3850231051483115,0.0012224938875305957,0.0,0.0,49.72594752186589,1.0,ACS AIOS AWS Asm_Free_Tb CPU_Used_Pct CPU_free_pct Call_Per_Sec DFParaWrite_Per_Sec DbTime Exec_Per_Sec Hang LFParaWrite_Per_Sec LFSync_Per_Sec Logic_Read_Per_Sec Login_Per_Sec MEM_Total MEM_Used MEM_Used_Pct MEM_real_util New_Tbs_Free_Gb New_Tbs_Used_Pct On_Off_State PGA_Used_Pct PGA_used_total Physical_Read_Per_Sec Proc_Used_Pct Proc_User_Used_Pct Redo_Per_Sec Row_Lock SctRead_Per_Sec SeqRead_Per_Sec Sess_Active Sess_Connect Sess_Used_Temp Sess_Used_Undo Session_pct TPS_Per_Sec Tbs_Free_Gb Tbs_Used_Pct TempTbs_Pct Total_Tbs_Size UndoTbs_Pct Used_Tbs_Size User_Commit tnsping_result_time SEQ_Used_Pct
40,2020-05-29,2020-05-29 02:41:00,pod,docker_008,CPU fault,1590691260,docker_008,"[""docker_008"", ""docker_004"", ""docker_002""]",os_021,docker_008,"[""docker_008"", ""os_021"", ""os_022""]",CPU fault,2020-05-29 02:44:19,4.093202214422398e-05,33.91375622934212,11069.0,1.5464066311428595,0.0022585599421808267,0.0,0.0,49.31111111111111,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct
41,2020-05-29,2020-05-29 03:41:00,pod,docker_001,CPU fault,1590694860,docker_001,"[""docker_001"", ""docker_002"", ""docker_008""]",os_021,docker_001,"[""docker_001"", ""os_021"", ""docker_002""]",CPU fault,2020-05-29 03:45:21,0.0,69.38794368785817,8830.0,1.8854393431746974,0.0028312570781426905,0.0,0.0,50.208333333333336,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct
42,2020-05-30,2020-05-30 00:13:00,node,os_021,network loss,1590768780,os_011,"[""os_011"", ""os_001"", ""os_002""]",os_001,os_011,"[""os_011"", ""os_001"", ""os_002""]",CPU fault,2020-05-30 00:17:37,0.0,31.95974712209851,11611.0,0.7814449918270351,0.0012057531651020748,0.0,0.0,48.21666666666667,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_total Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total
43,2020-05-30,2020-05-30 02:43:00,node,os_009,network delay,1590777780,os_011,"[""os_011"", ""os_001"", ""os_002""]",os_001,os_011,"[""os_011"", ""os_001"", ""os_002""]",CPU fault,2020-05-30 02:32:37,0.0003154659431981036,46.63166196472189,12358.0,0.7543757727825793,0.010033986081890323,0.0,0.0,48.352777777777774,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total Memory_total
44,2020-05-30,2020-05-30 03:43:00,node,os_020,network delay,1590781380,os_009,"[""os_009"", ""os_011"", ""os_007""]",os_001,os_009,"[""os_009"", ""os_011"", ""os_007""]",CPU fault,2020-05-30 03:45:45,0.0003150466269007813,45.33929471561791,10761.0,1.0637652634910821,0.004367623826781908,0.0,0.0,48.355555555555554,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total Memory_total
45,2020-05-30,2020-05-30 04:13:00,pod,docker_002,CPU fault,1590783180,docker_002,"[""docker_002"", ""docker_008"", ""docker_006""]",os_022,docker_002,"[""docker_002"", ""os_022"", ""os_021""]",CPU fault,2020-05-30 04:17:19,0.0,30.07509616992808,12029.0,0.9182416327262956,0.000166264859921883,0.0,0.0,48.55555555555556,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct
46,2020-05-30,2020-05-30 05:13:00,node,os_018,network loss,1590786780,os_011,"[""os_011"", ""os_008"", ""os_012""]",os_001,os_011,"[""os_011"", ""os_008"", ""os_012""]",CPU fault,2020-05-30 05:07:37,0.0,37.65369065160743,15401.0,0.8065464904891712,0.0004545159405233701,0.0,0.0,47.86944444444445,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_total Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total
47,2020-05-31,2020-05-31 02:47:00,node,os_021,network delay,1590864420,os_012,"[""os_012"", ""os_006"", ""os_011""]",os_001,os_012,"[""os_012"", ""os_006"", ""os_011""]",CPU fault,2020-05-31 02:50:44,0.0,27.210960397455143,12588.0,0.6365029710877648,0.0,0.0,0.0,49.84444444444444,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total Memory_total
48,2020-05-31,2020-05-31 03:17:00,node,os_017,network delay,1590866220,os_011,"[""os_011"", ""os_008"", ""os_012""]",os_001,os_011,"[""os_011"", ""os_008"", ""os_012""]",CPU fault,2020-05-31 03:27:36,0.0,68.34099779317522,11430.0,0.7909830271472004,0.003937007874015741,0.0,0.0,49.477777777777774,1.0,Agent_ping Buffers_used CPU_idle_pct CPU_iowait_time CPU_system_time CPU_user_time CPU_util_pct Cache_used Disk_avgqu_sz Disk_await Disk_io_util Disk_rd_ios Disk_rd_kbs Disk_svctm Disk_wr_ios Disk_wr_kbs FS_max_avail FS_max_util FS_total_space FS_used_pct FS_used_space ICMP_ping Incoming_network_traffic Memory_available Memory_available_pct Memory_free Memory_total Memory_used Memory_used_pct Num_of_processes Num_of_running_processes Outgoing_network_traffic Page_pi Page_po Processor_load_15_min Processor_load_1_min Processor_load_5_min Received_errors_packets Received_packets Received_queue Recv_total Send_total Sent_errors_packets Sent_packets Sent_queue Shared_memory Swap_used_pct System_block_queue_length System_wait_queue_length Zombie_Process ss_total
49,2020-05-31,2020-05-31 03:47:00,service,db_003,db connection limit,1590868020,db_004,"[""db_004"", ""db_005"", ""db_011""]",db_001,db_004,"[""db_004"", ""db_005"", ""db_011""]",network delay,2020-05-31 03:58:24,0.005770762903468917,28.15062121832002,12390.0,0.40598397901534466,0.17497982243744958,0.0,0.0,49.88333333333333,1.0,ACS AIOS AWS Asm_Free_Tb CPU_Used_Pct CPU_free_pct Call_Per_Sec DFParaWrite_Per_Sec DbTime Exec_Per_Sec Hang LFParaWrite_Per_Sec LFSync_Per_Sec Logic_Read_Per_Sec Login_Per_Sec MEM_Total MEM_Used MEM_Used_Pct MEM_real_util New_Tbs_Free_Gb New_Tbs_Used_Pct On_Off_State PGA_Used_Pct PGA_used_total Physical_Read_Per_Sec Proc_Used_Pct Proc_User_Used_Pct Redo_Per_Sec Row_Lock SctRead_Per_Sec SeqRead_Per_Sec Sess_Active Sess_Connect Sess_Used_Temp Sess_Used_Undo Session_pct TPS_Per_Sec Tbs_Free_Gb Tbs_Used_Pct TempTbs_Pct UndoTbs_Pct User_Commit tnsping_result_time Total_Tbs_Size Used_Tbs_Size
50,2020-05-31,2020-05-31 04:17:00,pod,docker_004,CPU fault,1590869820,docker_001,"[""docker_001"", ""docker_004"", ""docker_003""]",os_021,docker_001,"[""docker_001"", ""os_021"", ""docker_004""]",CPU fault,2020-05-31 04:07:11,0.0,25.693870357315127,12135.0,0.7101476143471056,0.0013185002060156492,0.0,0.0,49.81944444444444,1.0,container_cpu_used container_fgc container_fgct container_mem_used container_session_used container_thread_idle container_thread_running container_thread_total container_thread_used_pct

